City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Discription
403,Goiatuba,BR,-18.0125,-49.3547,75.88,33,0,13.47,clear sky
404,Pokhara,NP,28.2333,83.9833,73.15,90,100,3.69,overcast clouds
405,Slave Lake,CA,55.2834,-114.769,55.38,94,90,13.8,mist
406,Grand-Santi,GF,4.25,-54.3833,85.87,61,28,3.6,scattered clouds
407,Termini Imerese,IT,37.9837,13.6956,100.26,34,2,6.38,clear sky
408,Pringsewu,ID,-5.3582,104.9744,75.67,92,7,0.89,clear sky
409,Dzhebariki-Khaya,RU,62.2167,135.8,58.48,61,8,1.7,clear sky
410,Gizo,SB,-8.103,156.8419,80.22,75,88,7.87,light rain
411,Santiago Del Estero,AR,-27.7951,-64.2615,66.81,32,0,16.22,clear sky
412,Arrecife,ES,28.963,-13.5477,80.58,54,40,19.57,scattered clouds
413,Te Anau,NZ,-45.4167,167.7167,30.47,97,91,1.97,light snow
414,Hasaki,JP,35.7333,140.8333,77.4,91,100,10.45,overcast clouds
415,Fort Madison,US,40.6298,-91.3151,79.72,83,98,11.5,overcast clouds
416,Tahe,CN,52.3333,124.7333,56.12,99,100,6.06,overcast clouds
417,Ayagoz,KZ,47.9714,80.4392,74.53,39,100,10.25,overcast clouds
418,Abiramam,IN,9.4667,78.45,85.32,59,100,8.43,overcast clouds
419,Naryan-Mar,RU,67.6713,53.087,58.14,56,0,10.49,clear sky
420,Lazaro Cardenas,MX,17.9583,-102.2,77.9,89,92,5.39,overcast clouds
421,Soderhamn,SE,61.3037,17.0592,71.74,48,100,9.75,overcast clouds
422,Visnes,NO,59.3556,5.2242,69.12,63,0,9.22,clear sky
423,Hovd,MN,48.0056,91.6419,66.43,42,100,2.57,overcast clouds
424,Kuusankoski,FI,60.907,26.6244,66.72,82,75,9.22,broken clouds
425,Streletskoye,RU,50.6371,36.4729,86.81,39,0,8.95,clear sky
426,Zaraza,VE,9.3503,-65.3245,80.31,86,58,2.95,broken clouds
427,Coxim,BR,-18.5067,-54.76,89.26,24,0,11.52,clear sky
428,Ambon,ID,-3.6954,128.1814,75.34,94,40,3.44,light rain
429,Muswellbrook,AU,-32.2667,150.9,45.32,90,75,3.56,broken clouds
430,Oyem,GA,1.5995,11.5793,75.36,82,82,3.8,light rain
431,Wicklow,IE,53.0,-6.4167,62.04,66,38,13.85,scattered clouds
432,Gamba,GA,-2.65,10.0,76.37,73,81,8.3,broken clouds
433,Aguimes,ES,27.9054,-15.4461,75.83,65,20,26.46,few clouds
434,Pak Phanang,TH,8.3511,100.202,83.77,72,47,6.6,scattered clouds
435,Camargo,MX,27.6667,-105.1667,76.48,52,93,3.58,overcast clouds
436,Andilamena,MG,-17.0167,48.5833,64.13,72,89,5.17,overcast clouds
437,Epe,NG,6.5841,3.9834,75.49,89,100,8.43,light rain
438,Alta Floresta,BR,-9.8756,-56.0861,91.22,35,0,10.36,clear sky
439,Quimper,FR,48.0,-4.1,66.27,82,75,14.97,broken clouds
440,Panacan,PH,9.2463,118.4082,82.42,81,100,5.41,overcast clouds
441,Astaneh-Ye Ashrafiyeh,IR,37.2596,49.9444,89.53,49,4,5.82,clear sky
442,Bonavista,CA,48.6499,-53.1147,68.0,83,98,12.95,light rain
443,Timizart,DZ,36.8,4.2667,89.58,43,94,8.25,overcast clouds
444,Urumqi,CN,43.801,87.6005,83.35,25,0,6.71,clear sky
445,Pandan,PH,14.0453,124.1694,81.55,82,100,7.45,overcast clouds
446,Arys,KZ,42.4252,68.795,98.82,11,0,7.67,clear sky
447,Beloha,MG,-25.1667,45.05,72.48,51,0,11.14,clear sky
448,Nieuw Amsterdam,SR,5.8833,-55.0833,80.76,86,20,8.05,few clouds
449,Bubaque,GW,11.2833,-15.8333,79.65,73,29,10.6,scattered clouds
450,Garden City,US,42.3256,-83.331,76.98,86,75,3.44,haze
451,Goure,NE,13.9835,10.2704,88.02,46,100,8.01,overcast clouds
452,Scarborough,GB,54.2797,-0.4044,67.82,84,99,3.0,light rain
453,Balikpapan,ID,-1.2675,116.8289,78.13,86,23,4.0,few clouds
454,Araouane,ML,18.9048,-3.5265,104.83,15,16,11.74,few clouds
455,Noumea,NC,-22.2763,166.4572,60.78,68,84,11.97,broken clouds
456,Pangnirtung,CA,66.1451,-65.7125,42.3,84,97,4.29,overcast clouds
457,Bathsheba,BB,13.2167,-59.5167,86.61,70,40,23.02,scattered clouds
458,Puerto Varas,CL,-41.3195,-72.9854,44.82,93,75,6.91,broken clouds
459,Margate,GB,51.3813,1.3862,66.85,73,99,5.99,overcast clouds
460,Samarai,PG,-10.6167,150.6667,78.12,81,100,18.25,overcast clouds
461,Solwezi,ZM,-12.1688,26.3894,81.18,18,0,7.2,clear sky
462,Safranbolu,TR,41.2508,32.6942,73.13,68,73,7.09,broken clouds
463,Ostersund,SE,63.1792,14.6357,61.25,88,90,10.36,overcast clouds
464,Bojonegoro,ID,-7.1502,111.8817,77.22,86,8,5.84,clear sky
465,The Hague,NL,52.0767,4.2986,68.99,70,75,11.99,broken clouds
466,Alekseyevsk,RU,57.8406,108.3492,57.34,64,100,1.01,overcast clouds
467,Mayo,US,38.8876,-76.5119,80.37,78,90,5.01,overcast clouds
468,Mattru,SL,7.6244,-11.8332,83.17,62,100,4.29,overcast clouds
469,Montevideo,UY,-34.8335,-56.1674,55.81,94,90,17.27,mist
470,Urengoy,RU,65.9667,78.3667,71.8,58,13,9.46,few clouds
471,Santa Fe,AR,-31.6333,-60.7,73.0,61,86,3.0,overcast clouds
472,Leh,IN,34.1667,77.5833,69.39,29,15,8.39,few clouds
473,Brufut,GM,13.3814,-16.7518,86.09,79,75,5.75,thunderstorm
474,Sherbrooke,CA,45.4001,-71.8991,73.69,88,90,2.3,overcast clouds
475,Vanimo,PG,-2.6741,141.3028,77.52,89,87,7.34,overcast clouds
476,Namibe,AO,-15.1961,12.1522,72.0,77,88,14.12,overcast clouds
477,Roros,NO,62.5747,11.3842,60.64,63,0,8.05,clear sky
478,Tuburan,PH,6.6439,122.2736,82.71,70,100,2.66,overcast clouds
479,Vernon,CA,50.2581,-119.2691,59.61,80,100,3.0,overcast clouds
480,Taltal,CL,-25.4,-70.4833,56.19,63,11,1.83,few clouds
481,Nuuk,GL,64.1835,-51.7216,45.21,87,75,12.66,light rain
482,Ust-Kuyga,RU,70.0167,135.6,63.48,56,62,2.55,broken clouds
483,Guangyuan,CN,32.442,105.823,71.04,95,91,5.23,overcast clouds
484,Flagstaff,US,35.1981,-111.6513,69.44,50,1,3.0,clear sky
485,Ongandjera,NA,-17.8833,15.0667,84.34,9,1,5.35,clear sky
486,Saint-Joseph,RE,-21.3667,55.6167,71.98,78,37,9.57,scattered clouds
487,Lingao,CN,19.9103,109.6859,84.58,81,100,5.77,light rain
488,Dakar,SN,14.6937,-17.4441,88.68,70,40,13.8,scattered clouds
489,Zhangye,CN,38.9342,100.4517,78.58,19,96,2.82,overcast clouds
490,Key West,US,24.5557,-81.7826,89.6,66,20,8.05,few clouds
491,Daru,PG,-9.0763,143.2092,76.03,89,96,16.31,overcast clouds
492,Adrar,MR,20.5022,-10.0711,102.88,15,7,17.54,clear sky
493,Wasilla,US,61.5814,-149.4394,55.02,91,90,0.0,light rain
494,Nome,US,64.5011,-165.4064,48.27,81,1,14.97,clear sky
495,Kolpashevo,RU,58.3131,82.9089,69.3,72,78,5.32,broken clouds
496,Goundi,TD,9.3627,17.366,80.37,74,94,5.44,overcast clouds
497,Sidi Ali,DZ,36.0998,0.4206,80.74,55,1,11.79,clear sky
498,Luganville,VU,-15.5333,167.1667,74.98,87,100,9.95,overcast clouds
499,Pontes E Lacerda,BR,-15.2261,-59.3353,91.04,25,0,5.77,clear sky
500,Dolores,AR,-36.3132,-57.6792,48.13,65,100,9.78,heavy intensity rain
501,Casablanca,MA,33.5928,-7.6192,79.02,61,40,13.8,scattered clouds
502,Las Palmas,ES,28.4204,-14.0131,74.19,69,40,18.41,scattered clouds
503,Belmonte,BR,-15.8631,-38.8828,75.7,77,87,15.01,overcast clouds
504,Flinders,AU,-34.5833,150.8552,54.18,78,100,1.01,overcast clouds
505,Kahului,US,20.8947,-156.47,74.46,80,1,6.91,clear sky
506,Cotacachi,EC,0.3,-78.2667,60.44,60,27,3.94,scattered clouds
507,Koson,UZ,39.0375,65.585,97.12,11,0,16.46,clear sky
508,Morondava,MG,-20.2833,44.2833,76.8,60,1,17.07,clear sky
509,Omboue,GA,-1.5746,9.2618,78.82,69,77,10.85,broken clouds
510,Dingle,PH,10.9995,122.6711,76.98,91,100,3.94,light rain
511,Rantepao,ID,-2.9701,119.8978,66.54,98,64,1.5,broken clouds
512,Ust-Nera,RU,64.5667,143.2,60.71,56,11,4.14,few clouds
513,Thunder Bay,CA,48.4001,-89.3168,64.29,97,90,9.22,light intensity drizzle
514,Egvekinot,RU,66.3167,-179.1667,36.73,75,2,13.76,clear sky
515,Oranjestad,AW,12.524,-70.027,84.15,79,75,9.22,broken clouds
516,Priargunsk,RU,50.3691,119.1012,64.36,85,86,2.55,overcast clouds
517,Clonakilty,IE,51.6231,-8.8706,63.61,74,57,17.02,broken clouds
518,Santa Isabel Do Rio Negro,BR,-0.4139,-65.0192,75.97,90,98,2.17,overcast clouds
519,Nizhneudinsk,RU,54.9076,99.0276,60.15,74,10,3.09,clear sky
520,Palauig,PH,15.435,119.9045,80.91,85,99,8.1,moderate rain
521,Changji,CN,44.0167,87.3167,86.79,25,0,6.71,clear sky
522,Erzin,TR,36.9559,36.2,93.72,55,0,8.95,clear sky
523,Bose,IT,45.4612,8.0137,84.51,61,7,5.5,clear sky
524,Rocha,UY,-34.4833,-54.3333,61.25,83,100,8.59,overcast clouds
525,Tezu,IN,27.9167,96.1667,78.55,97,96,2.86,overcast clouds
526,Danshui,CN,22.7984,114.4672,87.03,80,100,2.68,overcast clouds
527,Maceio,BR,-9.6658,-35.7353,80.04,65,75,13.8,broken clouds
528,Diveyevo,RU,55.0433,43.2418,86.79,33,91,10.47,overcast clouds
529,Moravita,RO,45.2558,21.2703,98.13,26,0,4.61,clear sky
530,Mercedes,AR,-34.6515,-59.4307,55.83,65,47,19.17,moderate rain
531,Batagay-Alyta,RU,67.8006,130.4114,58.66,51,0,2.33,clear sky
532,Kilimatinde,TZ,-5.85,34.95,84.72,25,21,6.35,few clouds
533,Hatillo,PR,18.4863,-66.8254,89.1,68,7,15.23,clear sky
534,Corrente,BR,-3.7367,-43.3394,88.97,34,0,6.96,clear sky
535,Pravda,RU,46.9396,142.009,55.4,87,100,14.58,overcast clouds
536,Gorontalo,ID,0.5412,123.0595,74.64,94,67,2.46,heavy intensity rain
537,Sitka,US,57.0531,-135.33,57.09,88,90,4.61,overcast clouds
538,Pacific Grove,US,36.6177,-121.9166,59.25,94,40,4.0,scattered clouds
539,Yatou,CN,37.15,122.3833,71.65,87,0,4.65,clear sky
540,Harper,LR,4.375,-7.7169,81.09,70,97,10.78,light rain
541,Mogadishu,SO,2.0371,45.3438,80.47,65,40,14.97,scattered clouds
542,Udachnyy,RU,66.4167,112.4,50.77,89,59,3.49,broken clouds
543,Puerto Escondido,MX,15.85,-97.0667,79.63,73,40,5.75,scattered clouds
544,Porosozero,RU,62.7191,32.727,57.83,98,100,7.09,overcast clouds
545,Marawi,PH,7.9986,124.2928,67.64,96,100,2.75,light rain
546,Labuan,MY,5.2767,115.2417,82.56,89,20,0.0,few clouds
547,Helong,CN,42.5397,128.9972,65.86,81,100,2.48,overcast clouds
548,Constitucion,CL,-35.3333,-72.4167,48.81,60,100,4.63,overcast clouds
549,Berezovyy,RU,51.6667,135.7,49.17,98,100,4.63,moderate rain
550,Mendoza,AR,-32.8908,-68.8272,51.33,35,0,9.22,clear sky
551,Sunrise Manor,US,36.2111,-115.0731,89.31,18,1,6.91,smoke
552,Chandil,IN,22.9667,86.05,83.52,80,100,3.13,overcast clouds
553,Isiro,CD,2.7739,27.616,75.43,91,40,2.39,moderate rain
554,Sistranda,NO,63.7256,8.834,67.96,85,100,7.94,overcast clouds
555,Gao,ML,16.6362,1.637,97.36,31,100,9.98,overcast clouds
556,Boa Vista,BR,2.8197,-60.6733,80.58,74,75,2.3,broken clouds
557,Kropotkin,RU,45.4375,40.5756,98.87,24,46,2.55,scattered clouds
558,Jaciara,BR,-15.9653,-54.9683,87.49,27,0,7.85,clear sky
559,Carupano,VE,10.6678,-63.2585,84.06,69,67,6.6,broken clouds
560,Andra,RU,62.5147,65.8878,68.92,64,100,8.3,overcast clouds
561,Findlay,US,41.0442,-83.6499,79.39,73,1,8.05,clear sky
562,Tabou,CI,4.423,-7.3528,80.19,73,94,11.54,light rain
563,Mayumba,GA,-3.432,10.6554,74.39,79,99,6.73,overcast clouds
564,Lavrentiya,RU,65.5833,-171.0,42.3,89,100,13.29,overcast clouds
565,Trincomalee,LK,8.5711,81.2335,83.26,73,89,16.91,overcast clouds
566,Fallon,US,39.4735,-118.7774,69.93,31,90,0.0,haze
567,The Pas,CA,53.8251,-101.2541,64.42,94,90,3.09,mist
568,Shentala,RU,54.45,51.4833,83.8,32,22,10.58,few clouds
569,La Romana,DO,18.4273,-68.9728,84.56,79,20,5.75,few clouds
570,Storm Lake,US,42.6411,-95.2097,71.29,100,1,13.8,clear sky
571,Pafos,CY,34.7667,32.4167,89.51,51,20,18.41,few clouds
572,Grindavik,IS,63.8424,-22.4338,64.56,67,75,13.8,broken clouds
573,Bilibino,RU,68.0546,166.4372,41.92,67,44,5.93,scattered clouds
574,Madras,IN,13.0878,80.2785,87.78,70,20,10.36,few clouds
575,Batticaloa,LK,7.7102,81.6924,81.59,79,91,8.39,overcast clouds
576,Ginda,IN,30.6945,78.4932,67.15,91,42,1.45,scattered clouds
577,Middelburg,ZA,-25.7751,29.4648,72.64,15,0,10.27,clear sky
578,Savalou,BJ,7.9281,1.9756,77.22,81,100,4.94,overcast clouds
579,Saldanha,ZA,-33.0117,17.9442,59.05,77,100,18.12,overcast clouds
580,High Level,CA,58.5169,-117.136,50.11,81,90,2.3,overcast clouds
581,Okhotsk,RU,59.3833,143.3,57.85,77,10,9.24,clear sky
582,Hailar,CN,49.2,119.7,66.45,78,100,6.82,light rain
583,Barinitas,VE,8.7622,-70.4111,78.28,70,98,4.07,overcast clouds
584,Yiyang,CN,28.5892,112.3283,82.08,87,100,3.53,light rain
585,Dwarka,IN,22.2394,68.9678,82.65,72,96,11.52,overcast clouds
586,Pochutla,MX,15.7432,-96.4661,78.62,73,57,1.41,broken clouds
587,Makakilo City,US,21.3469,-158.0858,75.52,67,1,3.44,clear sky
588,Varhaug,NO,58.6147,5.6457,68.85,72,56,14.61,light rain
589,Bogalusa,US,30.791,-89.8487,87.69,74,1,0.0,clear sky
590,Mana,GF,5.6592,-53.7767,83.97,68,17,6.38,few clouds
591,Yurga,RU,55.7231,84.8861,65.59,82,41,2.17,light rain
592,Vuktyl,RU,63.8567,57.3094,51.82,94,100,8.93,overcast clouds
593,Palana,RU,59.1167,159.9667,43.88,87,46,11.39,scattered clouds
594,Mecca,SA,21.4267,39.8261,104.22,20,1,22.15,clear sky
595,Iralaya,HN,15.0,-83.2333,86.09,81,100,10.38,overcast clouds
596,San Luis,AR,-33.295,-66.3356,48.99,47,88,17.34,overcast clouds
597,Voyvozh,RU,62.892,54.9635,56.46,70,100,7.0,overcast clouds
598,Yarim,YE,14.298,44.3779,64.96,57,93,3.31,overcast clouds
599,Porbandar,IN,21.6422,69.6093,82.67,72,82,11.25,broken clouds
600,Krasnoselkup,RU,65.7,82.4667,70.59,55,21,8.88,few clouds
601,Acapulco,MX,16.8634,-99.8901,80.42,78,75,4.61,broken clouds
602,Hualmay,PE,-11.0964,-77.6139,63.77,78,79,9.17,broken clouds
603,Sibu,MY,2.3,111.8167,77.31,94,40,2.3,light rain
604,Havre-Saint-Pierre,CA,50.2334,-63.5986,64.76,48,20,10.36,few clouds
605,Sumbe,AO,-11.2061,13.8437,76.86,66,69,8.77,broken clouds
606,Penarroya-Pueblonuevo,ES,38.3,-5.2667,87.46,13,0,6.49,clear sky
607,Conde,BR,-7.2597,-34.9075,81.86,61,75,17.27,broken clouds
608,Santiago De Cao,PE,-7.9589,-79.2392,62.73,88,90,5.75,fog
609,Karaton,ID,-6.3424,106.1045,80.76,91,25,2.21,scattered clouds
610,Chumikan,RU,54.7183,135.315,51.37,83,100,11.03,overcast clouds
611,Kangaatsiaq,GL,68.3065,-53.4641,41.14,94,100,16.75,overcast clouds
612,Porterville,US,36.0652,-119.0168,67.55,59,1,5.75,haze
613,Zarubino,RU,42.63,131.0922,69.46,89,100,12.1,overcast clouds
614,Vila Franca Do Campo,PT,37.7167,-25.4333,72.01,60,22,6.02,few clouds
615,Harbour Breton,CA,47.4833,-55.7983,61.92,95,100,9.51,overcast clouds
616,Paka,MY,4.6374,103.4368,80.53,83,63,2.3,broken clouds
617,Kasangulu,CD,-4.5911,15.1708,86.94,29,8,6.69,clear sky
618,Champerico,GT,14.3,-91.9167,85.77,87,96,12.71,overcast clouds
619,Churapcha,RU,62.0025,132.4325,55.69,49,3,5.5,clear sky
620,Mahanoro,MG,-19.9,48.8,70.61,76,0,5.64,clear sky
621,Lugoba,TZ,-6.45,38.3333,81.03,48,85,11.36,overcast clouds
622,Diapaga,BF,12.0708,1.7889,89.65,53,100,11.43,overcast clouds
623,Itarema,BR,-2.9248,-39.9167,88.23,44,0,17.05,clear sky
624,Ocos,GT,14.5094,-92.1933,85.73,84,93,13.24,overcast clouds
625,Placido De Castro,BR,-10.3353,-67.1856,89.94,31,12,1.59,few clouds
626,Isangel,VU,-19.55,169.2667,69.31,76,95,9.84,overcast clouds
627,Inhambane,MZ,-23.865,35.3833,72.66,53,0,9.24,clear sky
628,Labuhan,ID,-6.8844,112.2051,80.08,84,6,9.98,clear sky
629,Mahajanga,MG,-15.7167,46.3167,80.62,57,20,9.22,few clouds
630,Zvishavane,ZW,-20.3267,30.0665,77.99,21,0,9.26,clear sky
631,Olot,ES,42.181,2.4901,82.38,30,45,4.0,scattered clouds
632,Coahuayana,MX,18.7333,-103.6833,81.88,86,97,4.16,overcast clouds
633,Lere,NG,10.387,8.5726,78.73,71,100,4.99,light rain
634,Melfort,CA,52.8667,-104.6177,60.93,94,100,2.3,overcast clouds
635,Arenapolis,BR,-14.4503,-56.8461,89.8,28,7,10.29,clear sky
636,Bukachacha,RU,52.9833,116.9167,58.78,97,72,6.44,broken clouds
637,Vila Velha,BR,-20.3297,-40.2925,69.75,83,75,8.05,broken clouds
638,Talcahuano,CL,-36.7167,-73.1167,44.28,70,0,4.61,clear sky
639,Tucuma,BR,-0.1833,-50.05,87.4,56,5,7.0,clear sky
640,Coatzacoalcos,MX,18.15,-94.4167,76.91,94,20,6.91,smoke
641,Mayna,RU,54.1135,47.6231,87.15,27,50,0.13,scattered clouds
642,Medea,DZ,36.2642,2.7539,75.65,21,97,7.52,overcast clouds
643,Livenka,RU,50.4491,38.2959,84.07,28,100,11.95,light rain
644,Manuk Mangkaw,PH,4.8,119.85,83.26,75,100,9.22,overcast clouds
645,Baillif,GP,16.0202,-61.7463,85.5,77,36,15.86,scattered clouds
646,High Prairie,CA,55.4334,-116.4858,52.9,92,79,9.22,broken clouds
647,Wattegama,LK,6.7989,81.4808,81.52,77,62,9.33,broken clouds
648,Talara,PE,-4.5772,-81.2719,66.96,72,0,25.32,clear sky
649,Floro,NO,61.5996,5.0328,72.3,55,40,8.05,scattered clouds
650,Sechura,PE,-5.5569,-80.8222,68.04,68,7,11.39,clear sky
651,Stephenville,US,32.2207,-98.2023,81.18,73,1,14.97,clear sky
652,Molteno,ZA,-31.3968,26.3625,69.46,11,5,29.53,clear sky
653,Ponnani,IN,10.767,75.9252,78.12,90,57,6.2,broken clouds
654,Kabare,CD,-2.4683,28.8242,73.65,56,99,4.27,overcast clouds
655,Saint-Denis,FR,48.9167,2.3333,72.99,52,20,3.0,few clouds
656,Hambantota,LK,6.1241,81.1185,82.74,83,40,11.5,scattered clouds
657,Namatanai,PG,-3.6667,152.4333,78.55,80,100,6.13,overcast clouds
658,Acarau,BR,-2.8856,-40.12,88.05,45,2,16.33,clear sky
659,Struga,MK,41.1781,20.6761,86.02,42,0,4.61,clear sky
660,Porto Novo,BJ,6.4965,2.6036,82.22,76,93,13.29,light rain
661,Pimentel,PE,-6.8367,-79.9342,66.49,78,0,5.99,clear sky
662,Jinji,CN,23.2281,110.8261,82.4,89,100,2.51,overcast clouds
663,Totness,SR,5.8833,-56.3167,78.33,82,100,6.15,overcast clouds
664,Hobbs,US,32.7026,-103.136,77.34,67,1,5.99,clear sky
665,Kungalv,SE,57.871,11.9805,69.66,83,98,7.87,overcast clouds
666,Bantou,CN,26.2151,117.4893,82.62,81,97,2.64,overcast clouds
667,Kilindoni,TZ,-7.9139,39.6668,77.54,69,30,12.86,scattered clouds
668,Manakara,MG,-22.1333,48.0167,70.54,77,0,7.05,clear sky
669,Shizunai,JP,42.3339,142.3669,70.12,84,26,9.75,scattered clouds
670,Pietersburg,ZA,-23.9045,29.4688,74.25,25,0,5.75,clear sky
671,Uruguaiana,BR,-29.7547,-57.0883,75.2,51,0,15.08,clear sky
672,Broome,US,42.2506,-75.833,79.05,78,1,1.99,clear sky
673,Taoudenni,ML,22.6783,-3.9836,117.61,5,3,15.32,clear sky
674,Russell,US,32.3502,-85.1999,82.06,77,1,0.0,clear sky
675,Elliot Lake,CA,46.3834,-82.6331,64.49,99,100,7.23,overcast clouds
676,Lagunas,PE,-5.2269,-75.6753,83.97,50,1,2.26,clear sky
677,Nioro,GM,13.35,-15.75,87.33,60,83,8.68,broken clouds
678,Chipinge,ZW,-20.1883,32.6236,73.49,25,0,8.81,clear sky
679,Mangrol,IN,21.1167,70.1167,81.84,77,99,9.6,overcast clouds
680,Tari,NG,12.4086,4.4914,88.34,55,100,10.38,overcast clouds
681,Alice Springs,AU,-23.7,133.8833,42.35,39,0,0.0,clear sky
682,Jobat,IN,22.4167,74.5667,81.28,78,96,5.66,overcast clouds
683,Caldas Novas,BR,-17.7417,-48.625,76.41,33,0,11.1,clear sky
